ID,area_type,availability,location,size,total_sqft,bath,balcony,price,total_sqft_category,dist_from_city,avg_2bhk_rent,dist_from_city_cat
1852,Super built-up  Area,19-Jun,Yelahanka,4 BHK,3461,4,2.0,173.0,5,20.8,8500.0,6
1853,Built-up  Area,Ready To Move,Arekere,2 BHK,1190,2,2.0,55.0,5,11.6,15465.0,4
1854,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1691,3,2.0,119.0,5,17.2,15867.0,5
1855,Super built-up  Area,18-Dec,Lalbagh Road,4 BHK,3675,4,3.0,367.0,5,15.179954252443338,15867.0,5
1856,Built-up  Area,Ready To Move,Frazer Town,3 BHK,1305,3,2.0,95.45,5,4.0,22500.0,2
1857,Super built-up  Area,18-Apr,Basavangudi,3 BHK,2337,4,3.0,292.0,5,7.1,17994.0,3
1858,Plot  Area,Ready To Move,Kamakya Layout,2 BHK,1200,2,2.0,150.0,5,15.179954252443338,15867.0,5
1859,Super built-up  Area,20-Dec,Domlur,2 BHK,1206,2,1.0,217.0,5,5.4,17994.0,3
1860,Plot  Area,Ready To Move,Vignana Nagar,5 BHK,1350,4,1.0,130.0,5,9.7,15465.0,4
1861,Super built-up  Area,Ready To Move,Kogilu,2 BHK,1140,2,1.0,50.66,5,19.6,19000.0,5
1862,Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,1250,2,2.0,65.0,5,16.5,15867.0,5
1863,Plot  Area,Ready To Move,Kamakshipalya,3 BHK,600,2,1.0,60.0,4,12.4,15465.0,4
1864,Super built-up  Area,18-Aug,Chinnapanahalli,2 BHK,1225,2,2.0,48.0,5,13.4,15867.0,5
1865,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,800,2,2.0,28.0,4,19.4,15867.0,5
1866,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,1020,2,1.0,58.0,5,15.8,15867.0,5
1867,Built-up  Area,Ready To Move,TC Palaya,4 BHK,2100,2,1.0,50.0,5,12.2,15465.0,4
1868,Plot  Area,Ready To Move,Lingarajapuram,2 BHK,1350,2,1.0,80.0,5,6.0,17994.0,3
1869,Super built-up  Area,Ready To Move,Anekal,2 BHK,925,2,1.0,40.0,4,34.2,17414.0,7
1870,Built-up  Area,Ready To Move,Yelachenahalli,4 BHK,1800,3,1.0,220.0,5,11.5,15465.0,4
1871,Built-up  Area,Ready To Move,3rd Block HBR Layout,3 BHK,2000,3,1.0,100.0,5,15.179954252443338,15867.0,5
1872,Built-up  Area,Ready To Move,Frazer Town,3 BHK,1510,2,1.0,75.0,5,4.0,22500.0,2
1873,Plot  Area,Ready To Move,Kasavanhalli,5 BHK,5800,7,2.0,1200.0,6,15.0,15867.0,5
1874,Super built-up  Area,Ready To Move,Laxmi Sagar Layout,3 BHK,1614,3,1.0,110.0,5,12.7,15465.0,4
1875,Plot  Area,Ready To Move,Yeshwanthpur,3 BHK,682,2,1.0,130.0,4,13.4,15867.0,5
1876,Plot  Area,Ready To Move,Gottigere,2 BHK,1200,2,0.0,95.0,5,15.2,11000.0,5
1877,Plot  Area,Ready To Move,TC Palaya,2 BHK,900,2,0.0,55.0,4,12.2,15465.0,4
1878,Built-up  Area,Ready To Move,Bommenahalli,4 BHK,1632,3,0.0,145.0,5,9.6,15465.0,4
1879,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,1041,2,2.0,65.5,5,7.7,17994.0,3
1880,Built-up  Area,Ready To Move,7th Phase JP Nagar,6 BHK,5080,7,1.0,450.0,6,11.0,15465.0,4
1881,Super built-up  Area,18-Jul,Bannerghatta,4 BHK,3012,6,2.0,250.0,5,20.4,25000.0,6
1882,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1530,3,2.0,74.5,5,10.9,16620.0,4
1883,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,1450,2,2.0,135.0,5,6.6,17994.0,3
1884,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1200,2,2.0,75.0,5,18.8,15867.0,5
1885,Plot  Area,Ready To Move,Sahakara Nagar,4 BHK,1200,4,2.0,130.0,5,13.3,15867.0,5
1886,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1508,2,1.0,110.0,5,19.0,15867.0,5
1887,Built-up  Area,Ready To Move,New Gurappana Palya,7 BHK,600,7,3.0,106.0,4,8.1,15465.0,4
1888,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,1188,2,3.0,73.0,5,13.8,15867.0,5
1889,Super built-up  Area,18-May,Old Airport Road,4 BHK,2690,4,3.0,199.0,5,9.9,15465.0,4
1890,Super built-up  Area,Ready To Move,Harlur,2 BHK,1174,2,1.0,76.0,5,16.1,22500.0,5
1891,Super built-up  Area,19-Dec,Old Madras Road,3 BHK,1350,3,1.0,58.99,5,4.7,24842.0,2
1892,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1870,3,3.0,185.0,5,4.0,22500.0,2
1893,Super built-up  Area,18-Jun,Kengeri Satellite Town,2 BHK,1072,2,1.0,25.0,5,16.9,15000.0,5
1894,Plot  Area,Ready To Move,Nelamangala,3 BHK,52272,2,1.0,140.0,10,31.5,40000.0,7
1895,Super built-up  Area,18-Nov,Kengeri,2 BHK,726,2,1.0,31.0,4,22.5,12000.0,6
1896,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2,2.0,106.0,5,19.0,15867.0,5
1897,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200,2,2.0,45.0,5,10.8,15465.0,4
1898,Built-up  Area,Ready To Move,Nagavarapalya,2 BHK,980,2,0.0,37.0,4,7.0,17994.0,3
1899,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1050,2,1.0,77.0,5,11.9,15465.0,4
1900,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,993,2,1.0,39.71,4,12.9,19750.0,4
1901,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1300,2,2.0,52.0,5,11.0,15465.0,4
1902,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1743,3,2.0,85.0,5,17.5,15867.0,5
1903,Plot  Area,Ready To Move,Whitefield,4 BHK,1204,4,1.0,125.0,5,17.3,14981.0,5
1904,Plot  Area,Ready To Move,Hormavu,2 BHK,1200,2,0.0,67.0,5,11.9,15465.0,4
1905,Super built-up  Area,Ready To Move,2nd Block Hrbr Layout,3 BHK,1480,3,2.0,90.0,5,7.3,17994.0,3
1906,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,950,2,2.0,32.5,4,17.2,45000.0,5
1907,Built-up  Area,Ready To Move,Domlur,1 BHK,640,1,0.0,55.0,4,5.4,17994.0,3
1908,Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,972,2,1.0,44.0,4,19.3,11500.0,5
1909,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1840,3,3.0,98.0,5,10.9,16620.0,4
1910,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1128,2,1.0,64.0,5,18.1,15867.0,5
1911,Plot  Area,Ready To Move,Hongasandra,2 BHK,680,2,0.0,42.0,4,10.4,15465.0,4
1912,Plot  Area,Ready To Move,Harappanahalli,2 BHK,2400,2,1.0,95.0,5,15.179954252443338,15867.0,5
1913,Built-up  Area,Ready To Move,Basapura,2 BHK,1045,2,2.0,42.0,5,14.4,15867.0,5
1914,Built-up  Area,Ready To Move,Roopena Agrahara,2 BHK,955,2,3.0,53.55,4,8.6,15465.0,4
1915,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,1360,2,2.0,54.39,5,14.3,15867.0,5
1916,Super built-up  Area,Ready To Move,BTM Layout,2 BHK,1150,2,2.0,63.0,5,7.7,16765.0,3
1917,Built-up  Area,19-Mar,Hennur Road,4 BHK,3450,4,3.0,294.0,5,14.4,15867.0,5
1918,Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,1115,2,2.0,56.87,5,9.7,15465.0,4
1919,Super built-up  Area,Ready To Move,Jigani,2 BHK,920,2,2.0,46.0,4,27.7,10740.0,6
1920,Super built-up  Area,18-Jun,Bommasandra Industrial Area,2 BHK,1030,2,1.0,41.0,5,21.6,11184.0,6
1921,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564,3,1.0,101.0,5,11.5,13500.0,4
1922,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1045,2,1.0,45.0,5,12.9,19750.0,4
1923,Plot  Area,Ready To Move,Hegde Nagar,4 BHK,1200,4,1.0,83.0,5,13.7,15867.0,5
1924,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,1277,2,2.0,55.0,5,16.0,13250.0,5
1925,Super built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,2479,3,1.0,215.0,5,12.0,15465.0,4
1926,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1846,3,2.0,140.0,5,17.2,15867.0,5
1927,Built-up  Area,Ready To Move,Tasker Town,2 BHK,1100,2,0.0,106.0,5,15.179954252443338,15867.0,5
1928,Super built-up  Area,Ready To Move,Govindpura,3 BHK,1690,3,2.0,75.0,5,10.0,15465.0,4
1929,Plot  Area,17-Jul,Hormavu,2 BHK,1200,3,0.0,70.0,5,11.9,15465.0,4
1930,Built-up  Area,Ready To Move,Yelahanka,4 BHK,3042,4,0.0,131.0,5,20.8,8500.0,6
1931,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640,3,3.0,223.0,5,9.6,15465.0,4
1932,Built-up  Area,19-Mar,NR Colony,2 BHK,1068,2,1.0,40.05,5,15.179954252443338,15867.0,5
1933,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135,2,2.0,58.0,5,26.5,11184.0,6
1934,Super built-up  Area,Ready To Move,Agara Village,3 BHK,1925,3,2.0,120.0,5,15.179954252443338,15867.0,5
1935,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1615,3,2.0,60.0,5,10.8,15465.0,4
1936,Super built-up  Area,Ready To Move,Shettigere,1 BHK,650,1,1.0,26.0,4,15.179954252443338,15867.0,5
1937,Plot  Area,Ready To Move,Chikkasandra,9 BHK,1200,9,3.0,120.0,5,15.179954252443338,15867.0,5
1938,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1150,2,3.0,42.0,5,8.9,1756.0,4
1939,Plot  Area,Ready To Move,Kothannur,6 BHK,930,6,1.0,135.0,4,11.8,15465.0,4
1940,Super built-up  Area,18-Mar,Kenchanehalli R R Nagar,3 BHK,1410,2,2.0,45.12,5,15.179954252443338,15867.0,5
1941,Built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,600,2,0.0,100.0,4,11.7,15465.0,4
1942,Super built-up  Area,18-Apr,Kumara Park,3 BHK,2000,3,3.0,207.0,5,6.2,17994.0,3
1943,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1354,3,1.0,90.0,5,20.9,11184.0,6
1944,Plot  Area,Ready To Move,BEL Road,2 BHK,1050,2,0.0,110.0,5,11.5,15465.0,4
1945,Built-up  Area,Ready To Move,Arekere,1 BHK,600,1,1.0,28.0,4,11.6,15465.0,4
1946,Plot  Area,Ready To Move,Varthur,4 BHK,1320,2,1.0,110.0,5,17.4,9483.0,5
1947,Super built-up  Area,18-May,Koramangala,3 BHK,1600,3,2.0,88.0,5,8.3,2117.0,4
1948,Built-up  Area,Ready To Move,Kanakpura Road,4 BHK,3500,6,2.0,225.0,5,26.5,11184.0,6
1949,Super built-up  Area,Ready To Move,GM Palaya,2 BHK,1000,2,1.0,36.0,4,7.9,17994.0,3
1950,Super built-up  Area,Ready To Move,Byagadadhenahalli,3 BHK,1130,3,1.0,38.0,5,28.3,11184.0,6
1951,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238,2,1.0,67.0,5,17.5,15867.0,5
1952,Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,2204,2,3.0,305.0,5,9.9,15465.0,4
1953,Plot  Area,Ready To Move,KR Puram,8 BHK,1200,12,2.0,110.0,5,11.9,15465.0,4
1954,Super built-up  Area,18-Apr,Kudlu Gate,3 BHK,1364,2,3.0,46.38,5,11.8,9500.0,4
1955,Built-up  Area,Ready To Move,Srinivasa Nagar,2 BHK,900,2,1.0,45.0,4,9.6,15465.0,4
1956,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1745,3,2.0,104.0,5,15.4,15867.0,5
1957,Super built-up  Area,Ready To Move,Kogilu,2 BHK,1200,2,1.0,53.33,5,19.6,19000.0,5
1958,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1020,2,1.0,42.83,5,47.7,22000.0,7
1959,Super built-up  Area,18-Dec,Banashankari Stage III,3 BHK,1650,3,2.0,118.0,5,11.2,15465.0,4
1960,Super built-up  Area,Ready To Move,Doddabommasandra,3 BHK,1550,2,3.0,70.0,5,15.8,15867.0,5
1961,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1440,2,2.0,60.0,5,10.9,15465.0,4
1962,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,1329,2,2.0,45.95,5,36.0,17414.0,7
1963,Super built-up  Area,Ready To Move,Maruthi Layout,2 BHK,916,2,1.0,42.0,4,15.179954252443338,15867.0,5
1964,Super built-up  Area,Ready To Move,Hulimavu,1 BHK,688,1,2.0,50.0,4,15.0,11000.0,5
1965,Super built-up  Area,Ready To Move,Sree Narayana Nagar,3 BHK,1358,3,3.0,50.0,5,15.179954252443338,15867.0,5
1966,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1331,2,1.0,107.0,5,26.5,11184.0,6
1967,Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,686,1,1.0,62.5,4,8.3,15465.0,4
1968,Super built-up  Area,Ready To Move,Hoodi,2 BHK,1050,2,2.0,50.0,5,13.3,9233.0,5
1969,Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,2106,3,2.0,126.0,5,17.1,21711.0,5
1970,Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,1718,3,2.0,90.2,5,15.3,15867.0,5
1971,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1530,3,2.0,57.0,5,15.3,15867.0,5
1972,Super built-up  Area,Ready To Move,5th Block Hbr Layout,2 BHK,1206,2,2.0,56.0,5,9.1,15465.0,4
1973,Built-up  Area,Ready To Move,Hebbal,2 BHK,1075,2,3.0,52.0,5,11.1,17340.0,4
1974,Plot  Area,18-Dec,Sarjapur  Road,3 BHK,1200,3,1.0,95.0,5,17.2,15867.0,5
1975,Super built-up  Area,18-Dec,Tunganagara,3 BHK,1936,2,2.0,54.21,5,15.179954252443338,15867.0,5
1976,Super built-up  Area,Ready To Move,Nagavara,4 BHK,2173,3,3.0,120.0,5,13.2,19333.0,5
1977,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1100,2,2.0,75.0,5,13.3,15867.0,5
1978,Plot  Area,Ready To Move,BTM 2nd Stage,3 BHK,1260,5,1.0,185.0,5,10.0,15465.0,4
1979,Plot  Area,Ready To Move,Hongasandra,8 BHK,990,12,0.0,120.0,4,10.4,15465.0,4
1980,Plot  Area,Ready To Move,Jalahalli East,3 BHK,800,2,1.0,80.0,4,15.8,15867.0,5
1981,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1117,2,3.0,29.99,5,17.2,15867.0,5
1982,Built-up  Area,Ready To Move,Remco Bhel Layout,3 BHK,1685,2,1.0,110.0,5,15.179954252443338,15867.0,5
1983,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,740,2,1.0,37.0,4,7.2,16500.0,3
1984,Plot  Area,Ready To Move,Chamrajpet,4 BHK,1080,4,2.0,250.0,5,6.7,15875.0,3
1985,Plot  Area,Ready To Move,Magadi Road,4 BHK,1500,2,2.0,93.0,5,21.7,11184.0,6
1986,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1800,3,2.0,115.0,5,11.2,15107.0,4
1987,Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1700,3,2.0,130.0,5,11.5,15465.0,4
1988,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,850,2,2.0,37.93,4,12.9,19750.0,4
1989,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1891,3,1.0,139.0,5,14.4,15867.0,5
1990,Built-up  Area,Ready To Move,Jalahalli,2 BHK,1400,1,1.0,80.0,5,16.6,11000.0,5
1991,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1172,2,2.0,82.0,5,13.3,15867.0,5
1992,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1400,2,2.0,40.43,5,19.3,11500.0,5
1993,Built-up  Area,Ready To Move,Sonnenahalli,2 BHK,896,2,1.0,43.75,4,16.8,15867.0,5
1994,Super built-up  Area,20-Jun,Vijayanagar,2 BHK,1180,2,2.0,65.0,5,11.1,18125.0,4
1995,Plot  Area,Ready To Move,Basaveshwara Nagar,7 BHK,2460,7,1.0,350.0,5,10.9,15465.0,4
1996,Built-up  Area,Ready To Move,Chokkasandra,2 BHK,850,2,1.0,33.0,4,15.179954252443338,15867.0,5
1997,Super built-up  Area,19-Oct,Anekal,1 BHK,530,1,1.0,18.0,4,34.2,17414.0,7
1998,Super built-up  Area,18-Jul,2nd Block Hrbr Layout,3 BHK,1550,3,3.0,110.0,5,7.3,17994.0,3
1999,Super built-up  Area,19-Dec,Kanakapura,3 BHK,1699,3,3.0,97.0,5,47.7,22000.0,7
2000,Super built-up  Area,17-Oct,Bellandur,4 BHK,2025,4,3.0,109.0,5,12.9,19667.0,4
2001,Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,500,2,2.0,14.0,3,21.6,11184.0,6
2002,Built-up  Area,Ready To Move,Panduranga Nagar,1 BHK,500,1,0.0,20.0,3,15.179954252443338,15867.0,5
2003,Built-up  Area,Ready To Move,Sri Venkateshpura Layout,2 BHK,1146,2,1.0,38.5,5,15.179954252443338,15867.0,5
2004,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475,4,3.0,332.0,5,8.3,15465.0,4
2005,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1455,2,1.0,145.0,5,14.9,15867.0,5
2006,Plot  Area,Ready To Move,Seegehalli,2 BHK,800,1,0.0,50.0,4,13.9,15867.0,5
2007,Super built-up  Area,Ready To Move,Abbigere,1 BHK,765,2,2.0,30.0,4,18.4,15867.0,5
2008,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1521,3,1.0,94.99,5,21.4,11184.0,6
2009,Super built-up  Area,Ready To Move,Gottigere,3 BHK,1600,2,2.0,55.0,5,15.2,11000.0,5
2010,Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,3155,4,2.0,370.0,5,21.7,11184.0,6
2011,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,2900,4,2.0,240.0,5,13.4,15867.0,5
2012,Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,1765,3,3.0,105.0,5,16.4,15867.0,5
2013,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1980,3,2.0,88.0,5,15.0,15867.0,5
2014,Built-up  Area,Ready To Move,Amruthahalli,3 BHK,1900,3,1.0,135.0,5,14.4,15867.0,5
2015,Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1265,2,3.0,70.0,5,13.8,15867.0,5
2016,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,1034,2,3.0,40.0,5,21.7,15500.0,6
2017,Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1012,2,1.0,59.0,5,13.8,15867.0,5
2018,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1.0,54.0,5,18.1,15867.0,5
2019,Built-up  Area,Ready To Move,Mahadevpura,4 BHK,3555,4,1.0,230.0,5,10.3,15465.0,4
2020,Super built-up  Area,Ready To Move,5th Block Hbr Layout,3 BHK,1270,2,2.0,70.0,5,9.1,15465.0,4
2021,Plot  Area,Ready To Move,Yeshwanthpur,2 BHK,585,1,0.0,70.0,4,13.4,15867.0,5
2022,Super built-up  Area,Ready To Move,Doddanekundi,3 BHK,2045,4,3.0,154.0,5,11.9,14500.0,4
2023,Super built-up  Area,Ready To Move,Bellandur,3 BHK,1490,2,2.0,98.0,5,12.9,19667.0,4
2024,Built-up  Area,Ready To Move,Banaswadi,7 BHK,6150,6,1.0,830.0,6,7.8,21580.0,3
2025,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,883,2,1.0,40.0,4,28.6,11184.0,6
2026,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,671,1,1.0,36.85,4,13.4,15867.0,5
2027,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1156,2,2.0,32.0,5,21.2,11184.0,6
2028,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,2017,3,2.0,125.0,5,14.9,15867.0,5
2029,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122,6,2.0,235.0,5,15.0,15867.0,5
2030,Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,1635,3,1.0,62.0,5,15.4,19867.0,5
2031,Built-up  Area,Ready To Move,Sir M V Nagar,7 BHK,4400,9,2.0,120.0,5,15.179954252443338,15717.0,5
2032,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1296,2,1.0,89.0,5,26.5,11184.0,6
2033,Plot  Area,Ready To Move,Bikasipura,6 BHK,2400,4,2.0,280.0,5,13.3,15867.0,5
2034,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139,2,2.0,62.0,5,30.9,17414.0,7
2035,Super built-up  Area,18-Aug,CV Raman Nagar,2 BHK,1230,3,2.0,47.0,5,7.2,16500.0,3
2036,Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,1 BHK,582,2,1.0,25.0,4,18.1,15867.0,5
2037,Super built-up  Area,19-Dec,Binny Pete,2 BHK,1245,2,1.0,86.28,5,8.6,15465.0,4
2038,Plot  Area,Ready To Move,Sidedahalli,3 BHK,1158,2,2.0,85.0,5,19.7,15867.0,5
2039,Built-up  Area,Ready To Move,Marathahalli,4 BHK,3951,4,2.0,220.0,5,10.9,16620.0,4
2040,Super built-up  Area,Ready To Move,Electronic City,2 BHK,550,1,1.0,15.0,4,18.1,15867.0,5
2041,Super built-up  Area,Ready To Move,Ramamurthy Nagar,1 BHK,360,1,1.0,26.0,3,11.7,14647.0,4
2042,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1350,3,1.0,55.0,5,20.3,11184.0,6
2043,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1670,3,2.0,120.0,5,16.9,15867.0,5
2044,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1600,2,2.0,65.0,5,13.8,15867.0,5
2045,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1307,2,2.0,51.6,5,9.9,15465.0,4
2046,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1050,2,1.0,57.0,5,11.0,15465.0,4
2047,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1703,3,2.0,101.0,5,14.4,15867.0,5
2048,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1210,2,1.0,58.0,5,32.9,17414.0,7
2049,Built-up  Area,18-Dec,Electronic City,2 BHK,1025,2,1.0,29.6,5,18.1,15867.0,5
2050,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140,2,2.0,43.0,5,14.9,15867.0,5
2051,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1343,2,2.0,56.41,5,11.0,15465.0,4
2052,Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1560,3,2.0,85.0,5,9.7,15465.0,4
2053,Super built-up  Area,17-Aug,Kalkere,2 BHK,925,2,2.0,51.0,4,11.5,12900.0,4
2054,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1420,2,2.0,75.0,5,26.5,11184.0,6
2055,Built-up  Area,Ready To Move,1st Block Koramangala,2 BHK,1415,2,3.0,110.0,5,9.8,15465.0,4
2056,Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,1210,2,2.0,60.0,5,21.8,11184.0,6
2057,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1852,3,2.0,160.0,5,13.4,15867.0,5
2058,Super built-up  Area,Ready To Move,Hoskote,3 BHK,1250,3,2.0,50.0,5,24.7,16000.0,6
2059,Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1100,2,1.0,65.0,5,15.8,15867.0,5
2060,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,1150,2,1.0,40.25,5,17.7,15867.0,5
2061,Super built-up  Area,20-Dec,Jakkur,2 BHK,1100,2,1.0,53.35,5,12.9,18636.0,4
2062,Plot  Area,Ready To Move,Magadi Road,2 BHK,1350,1,0.0,100.0,5,21.7,11184.0,6
2063,Super built-up  Area,Ready To Move,Panathur,3 BHK,1546,3,2.0,99.0,5,14.2,16000.0,5
2064,Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1424,2,2.0,90.0,5,18.9,15867.0,5
2065,Built-up  Area,Ready To Move,Bellandur,3 BHK,1398,3,1.0,68.0,5,12.9,19667.0,4
2066,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650,3,2.0,200.0,5,3.7,24842.0,2
2067,Plot  Area,Ready To Move,HBR Layout,4 BHK,1200,4,0.0,120.0,5,8.8,22050.0,4
2068,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1476,3,2.0,105.0,5,15.1,21250.0,5
2069,Built-up  Area,Ready To Move,Attiguppe,2 BHK,500,2,1.0,70.0,3,15.179954252443338,15867.0,5
2070,Super built-up  Area,18-Aug,Magadi Road,3 BHK,1322,2,2.0,58.82,5,21.7,11184.0,6
2071,Plot  Area,Ready To Move,Srirampuram,2 BHK,432,2,1.0,40.0,3,7.5,17994.0,3
2072,Built-up  Area,Ready To Move,Yemlur,2 BHK,1100,2,2.0,55.0,5,11.9,15465.0,4
2073,Super built-up  Area,Ready To Move,Race Course Road,4 BHK,4750,5,2.0,600.0,5,15.179954252443338,15867.0,5
2074,Built-up  Area,Ready To Move,Sarjapur,3 BHK,1285,2,2.0,68.0,5,17.2,45000.0,5
2075,Built-up  Area,Ready To Move,Ambalipura,2 BHK,1150,2,2.0,80.0,5,13.7,15867.0,5
2076,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430,2,2.0,56.0,5,11.5,13500.0,4
2077,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1350,2,2.0,62.0,5,10.9,16620.0,4
2078,Plot  Area,Ready To Move,Gkvk Layout,3 BHK,1350,3,3.0,195.0,5,15.179954252443338,15867.0,5
2079,Built-up  Area,Ready To Move,Thubarahalli,2 BHK,1185,2,2.0,65.0,5,13.5,15867.0,5
2080,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1760,3,2.0,67.0,5,18.8,15867.0,5
2081,Plot  Area,Ready To Move,Bank Of Baroda Colony,4 BHK,2400,5,2.0,350.0,5,11.4,15465.0,4
2082,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2,1.0,41.0,4,26.5,11184.0,6
2083,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1297,2,1.0,105.0,5,26.5,11184.0,6
2084,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,1840,3,2.0,155.0,5,10.6,15465.0,4
2085,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,950,2,1.0,50.79,4,11.7,14647.0,4
2086,Plot  Area,Ready To Move,Chikkabanavar,5 BHK,1200,4,1.0,70.0,5,19.7,15867.0,5
2087,Carpet  Area,Ready To Move,BTM 2nd Stage,2 BHK,950,2,1.0,52.0,4,10.0,15465.0,4
