,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,dist_from_city
794,794,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1188,2.0,1.0,11.5
795,795,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Amnavdr,1060,2.0,1.0,16.4
796,796,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,15.0
797,797,Super built-up  Area,Ready To Move,Hennur,2 BHK,Unknown,1255,2.0,2.0,10.0
798,798,Plot  Area,Ready To Move,Ganesha Block,3 Bedroom,Unknown,2500,2.0,1.0,
799,799,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1075,2.0,1.0,11.9
800,800,Super built-up  Area,17-Apr,Harlur,4 BHK,Prncyrn,2569,5.0,3.0,16.1
801,801,Super built-up  Area,18-Dec,ITPL,2 BHK,Unknown,900,2.0,1.0,15.4
802,802,Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,Sanzaat,1183,2.0,1.0,11.8
803,803,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Veyal V,1100,2.0,2.0,10.5
804,804,Super built-up  Area,Ready To Move,GM Palaya,3 BHK,Unknown,1643,2.0,2.0,7.9
805,805,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,Unknown,1500,2.0,2.0,10.0
806,806,Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1291,2.0,1.0,12.9
807,807,Plot  Area,17-Oct,Hennur,3 Bedroom,Unknown,1150,3.0,2.0,10.0
808,808,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,18.1
809,809,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,11.0
810,810,Plot  Area,Ready To Move,BHEL Layout,5 Bedroom,Unknown,1200,4.0,1.0,
811,811,Built-up  Area,Ready To Move,Byrathi Village,4 Bedroom,Unknown,1700,3.0,2.0,11.5
812,812,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1236,2.0,1.0,10.3
813,813,Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,Unknown,1350,2.0,2.0,11.7
814,814,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,8.3
815,815,Built-up  Area,Ready To Move,Pai Layout,6 Bedroom,Unknown,3800,6.0,1.5947635795232513,7.1
816,816,Built-up  Area,Ready To Move,Haralur Road,4 BHK,Oznzaes,4694,5.0,1.5947635795232513,14.9
817,817,Built-up  Area,18-Dec,Electronic City,2 BHK,Unknown,1200,2.0,1.0,18.1
818,818,Plot  Area,Ready To Move,Hulimavu,4 Bedroom,Unknown,1200,4.0,1.0,15.0
819,819,Built-up  Area,Ready To Move,Harlur,2 BHK,Unknown,1225,2.0,2.0,16.1
820,820,Super built-up  Area,18-Apr,Thanisandra,2 BHK,Bhmesy ,1056,2.0,1.0,11.5
821,821,Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,Unknown,1240,2.0,2.0,15.8
822,822,Super built-up  Area,17-Oct,Banashankari,3 BHK,Unknown,1200,3.0,2.0,11.2
823,823,Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,11.8
824,824,Super built-up  Area,Ready To Move,Amblipura,4 BHK,IDldsin,3150,4.0,3.0,13.2
825,825,Built-up  Area,Ready To Move,Naganathapura,1 Bedroom,Unknown,1200,1.0,0.0,15.0
826,826,Plot  Area,Ready To Move,Dodda Banaswadi,4 Bedroom,Unknown,1018,4.0,1.0,8.5
827,827,Built-up  Area,Ready To Move,Konena Agrahara,5 Bedroom,Unknown,3520,6.0,1.0,
828,828,Super built-up  Area,18-Jul,Chandapura,3 BHK,SunceEs,1185,2.0,2.0,24.0
829,829,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,27.7
830,830,Super built-up  Area,Ready To Move,GD Layout,3 BHK,Unknown,1330,2.0,2.0,
831,831,Built-up  Area,Ready To Move,Munnekollal,3 BHK,Raisys ,1540,2.0,3.0,12.4
832,832,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,13.3
833,833,Super built-up  Area,18-Dec,Sunkan palya,2 BHK,Unknown,927,2.0,2.0,
834,834,Built-up  Area,19-Jun,Sarjapur,4 Bedroom,Caonand,2580 - 2591,4.0,0.0,17.2
835,835,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Unknown,1400,2.0,2.0,7.2
836,836,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2.0,2.0,19.0
837,837,Built-up  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,Unknown,1900,3.0,1.0,9.7
838,838,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,HMityld,1510,2.0,3.0,14.5
839,839,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Unknown,302,2.0,1.0,8.3
840,840,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,2.0,1.5947635795232513,26.5
841,841,Plot  Area,18-Aug,ITPL,3 Bedroom,Unknown,1500,3.0,1.0,15.4
842,842,Super built-up  Area,19-Dec,Yelahanka,1 BHK,Goues A,629 - 1026,1.0,0.0,20.8
843,843,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Unknown,1100,2.0,2.0,18.0
844,844,Built-up  Area,Ready To Move,Sunkadakatte,3 Bedroom,Unknown,1200,3.0,1.0,18.4
845,845,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,26.5
846,846,Carpet  Area,19-Jun,Hormavu,4 BHK,Kolisl ,2282,4.0,0.0,11.9
847,847,Built-up  Area,Ready To Move,Jayanti Nagar,2 BHK,Unknown,760,2.0,1.0,
848,848,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Corix B,2172,3.0,0.0,17.2
849,849,Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,6 BHK,Essic C,3800,6.0,1.5947635795232513,
850,850,Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,BaisePa,600,2.0,1.0,12.2
851,851,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Unknown,3300,3.0,2.0,14.5
852,852,Super built-up  Area,19-Mar,Thubarahalli,3 BHK,Unknown,1242,3.0,1.0,13.5
853,853,Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,Unknown,410,1.0,1.0,
854,854,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,12.9
855,855,Built-up  Area,Ready To Move,Kadugodi,2 BHK,Unknown,1088,2.0,2.0,18.7
856,856,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,VincyRe,1200,2.0,0.0,13.3
857,857,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,1995,3.0,1.0,12.2
858,858,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1309,2.0,1.0,14.9
859,859,Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,Unknown,1717,3.0,2.0,7.4
860,860,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2100,3.0,2.0,11.0
861,861,Plot  Area,Ready To Move,Gayathri Nagar,2 Bedroom,Unknown,880,1.0,0.0,
862,862,Plot  Area,Ready To Move,Abbigere,6 Bedroom,Unknown,1200,6.0,1.0,18.4
863,863,Super built-up  Area,18-Aug,Maruthi Nagar,3 BHK,Unknown,1250,3.0,2.0,6.7
864,864,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3520,5.0,2.0,11.1
865,865,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1041,2.0,2.0,10.9
866,866,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1505,2.0,2.0,17.2
867,867,Super built-up  Area,18-Jul,Bannerghatta,3 BHK,Mamespa,1776,3.0,2.0,20.4
868,868,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767,3.0,2.0,12.9
869,869,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,15.9
870,870,Super built-up  Area,Ready To Move,Kengeri,2 BHK,Unknown,1320,2.0,1.0,22.5
871,871,Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,Viowsen,1280,2.0,2.0,13.4
872,872,Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1245,2.0,1.0,11.5
873,873,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1027,1.0,2.0,14.9
874,874,Built-up  Area,Ready To Move,Yelenahalli,2 BHK,Unknown,1200,2.0,1.5947635795232513,15.2
875,875,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,26.5
876,876,Plot  Area,Ready To Move,Medahalli,3 Bedroom,Unknown,1065,3.0,1.0,14.7
877,877,Super built-up  Area,21-Dec,Kannamangala,3 BHK,Sonue A,1814,3.0,1.0,23.1
878,878,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,1.0,15.4
879,879,Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,Unknown,850,1.0,1.0,12.2
880,880,Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,Oca 2 V,1600,3.0,3.0,15.0
881,881,Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3 BHK,Unknown,3200,4.0,2.0,
882,882,Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,Unknown,1250,2.0,1.0,12.1
883,883,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1243,2.0,2.0,14.9
884,884,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,26.5
885,885,Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1475,3.0,3.0,11.0
886,886,Super built-up  Area,Ready To Move,Electronic City,2 BHK,SJityVe,1353,2.0,3.0,18.1
887,887,Carpet  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,Unknown,2100,3.0,0.0,5.1
888,888,Super built-up  Area,21-Aug,Electronics City Phase 1,3 BHK,Unknown,1750,3.0,2.0,20.3
889,889,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4800,4.0,3.0,17.3
890,890,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Rauil T,1270,2.0,1.0,13.3
891,891,Built-up  Area,Ready To Move,Battarahalli,4 Bedroom,Unknown,2700,3.0,0.0,12.9
892,892,Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,Unknown,1200,4.0,2.0,14.5
893,893,Built-up  Area,19-May,Thanisandra,4 BHK,G conTh,2695,4.0,3.0,11.5
894,894,Super built-up  Area,Ready To Move,Hessarghatta,3 BHK,StwarSi,1330,3.0,2.0,34.3
895,895,Built-up  Area,Ready To Move,Electronic City,2 BHK,Unknown,660,1.0,0.0,18.1
896,896,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Catle C,1400,2.0,3.0,10.0
897,897,Built-up  Area,Ready To Move,Gubbalala,4 BHK,Unknown,4000,5.0,1.0,15.4
898,898,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1700,3.0,2.0,26.5
899,899,Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1585,2.0,2.0,15.0
900,900,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Unknown,1385,3.0,3.0,11.8
901,901,Super built-up  Area,18-Jul,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,18.1
902,902,Plot  Area,19-Oct,Whitefield,4 Bedroom,NVaree ,60,4.0,2.0,17.3
903,903,Plot  Area,18-Apr,1Kasavanhalli,18 Bedroom,HMwerCo,1200,18.0,1.5947635795232513,
904,904,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2.0,2.0,10.5
905,905,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,Shbhi S,905,2.0,1.0,18.4
906,906,Super built-up  Area,19-Mar,Hennur Road,3 BHK,Orens G,1450,3.0,2.0,14.4
907,907,Super built-up  Area,Ready To Move,Varthur,2 BHK,MKllei ,1105,2.0,3.0,17.4
908,908,Plot  Area,18-Apr,Channasandra,2 Bedroom,Unknown,1200,2.0,1.0,19.6
909,909,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Vanami ,1530,2.0,3.0,16.6
910,910,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105,2.0,1.0,17.3
911,911,Super built-up  Area,18-Jul,Dasarahalli,2 BHK,KSliaor,1333,2.0,1.0,29.4
912,912,Built-up  Area,17-Sep,Hongasandra,2 BHK,Unknown,1065,2.0,2.0,10.4
913,913,Plot  Area,Immediate Possession,Hosur Road,,AVeldun,1350,2.0,1.5947635795232513,19.0
914,914,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1243,2.0,2.0,14.9
915,915,Super built-up  Area,18-Dec,Old Madras Road,3 BHK,Saesttt,1530,3.0,2.0,4.7
916,916,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,Unknown,1200,2.0,1.0,13.7
917,917,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270,2.0,1.0,17.3
918,918,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3.0,3.0,12.9
919,919,Super built-up  Area,Ready To Move,Chandapura,2 BHK,Unknown,900,2.0,3.0,24.0
920,920,Plot  Area,Ready To Move,Attibele,4 Bedroom,AGoutLa,2400,2.0,2.0,31.8
921,921,Plot  Area,Ready To Move,Varsova Layout,6 Bedroom,Unknown,7000,6.0,2.0,8.2
922,922,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1450,2.0,2.0,18.8
923,923,Super built-up  Area,Ready To Move,J C Nagar,3 BHK,Unknown,1525,3.0,3.0,
924,924,Built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,Unknown,1080,2.0,1.0,11.4
925,925,Built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,Unknown,1220,2.0,2.0,
926,926,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,10.8
927,927,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,SNeur G,1215 - 1495,2.0,0.0,9.6
928,928,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,Unknown,2400,3.0,0.0,9.7
929,929,Super built-up  Area,Ready To Move,Govindapura,2 BHK,Unknown,1500,2.0,2.0,
930,930,Built-up  Area,Ready To Move,Koramangala,2 BHK,Unknown,1355,2.0,2.0,8.3
931,931,Built-up  Area,17-Jul,Electronic City,2 BHK,GMown E,1070,2.0,1.0,18.1
932,932,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1980,4.0,1.0,7.2
933,933,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niara S,842,2.0,2.0,21.7
934,934,Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Baanise,700,1.0,1.0,18.8
935,935,Built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,Unknown,2500,4.0,1.5947635795232513,17.4
936,936,Built-up  Area,Ready To Move,"Kanakapura Road, ",3 Bedroom,Unknown,1884,3.0,2.0,
937,937,Built-up  Area,Ready To Move,Dena Bank Colony,2 BHK,Chntsat,1100,2.0,2.0,
938,938,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,15.3
939,939,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,30.9
940,940,Plot  Area,Ready To Move,Basavanapura,8 Bedroom,Unknown,1200,8.0,1.5947635795232513,13.6
941,941,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,11.5
942,942,Super built-up  Area,Ready To Move,Varthur,3 BHK,Unknown,2145,3.0,2.0,17.4
943,943,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Priew P,1220,2.0,1.0,17.3
944,944,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,3.0,17.3
945,945,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,3.0,11.7
946,946,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,NCenega,1449,3.0,2.0,10.9
947,947,Plot  Area,Ready To Move,Ardendale,3 Bedroom,Somus A,2500,3.0,1.0,23.1
948,948,Built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,18.1
949,949,Super built-up  Area,18-Aug,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,11.1
950,950,Plot  Area,Ready To Move,BTM 4th Stage,2 Bedroom,Unknown,1350,2.0,0.0,
951,951,Plot  Area,Ready To Move,Devanahalli Int. Airport,4 Bedroom,Unknown,4800,5.0,2.0,
952,952,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,Unknown,1700,3.0,2.0,17.2
953,953,Super built-up  Area,19-Dec,Hoodi,2 BHK,Hahtsde,1447,3.0,2.0,13.3
954,954,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1329,2.0,1.0,26.5
955,955,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1314,2.0,2.0,17.2
956,956,Plot  Area,Ready To Move,Hal old airport road,3 Bedroom,Unknown,1200,3.0,2.0,
957,957,Plot  Area,Ready To Move,Basavangudi,6 Bedroom,Unknown,1214,3.0,0.0,7.1
958,958,Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1513,3.0,1.0,15.7
959,959,Plot  Area,Ready To Move,arudi,3 Bedroom,Unknown,6Acres,2.0,0.0,
960,960,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,17.5
961,961,Super built-up  Area,Ready To Move,Ganga Nagar,1 BHK,Unknown,705,1.0,1.0,8.6
962,962,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,29.4
963,963,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Unknown,1800,2.0,1.0,21.5
964,964,Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,Unknown,1400,3.0,2.0,8.9
965,965,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,15.0
966,966,Super built-up  Area,Ready To Move,Anantapuram,3 BHK,GKiewke,1495,2.0,1.0,
967,967,Plot  Area,Ready To Move,Nagavara,3 Bedroom,Unknown,2000,2.0,2.0,13.2
968,968,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,22.7
969,969,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Unknown,1000,2.0,1.0,21.5
970,970,Built-up  Area,Ready To Move,Chikka Banaswadi,2 BHK,SuntsAp,1250,2.0,3.0,
971,971,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2.0,1.0,24.0
972,972,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1261,2.0,1.0,11.5
973,973,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Raenti ,1080,2.0,2.0,20.3
974,974,Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,HoDewy ,1230,2.0,1.0,14.0
975,975,Super built-up  Area,18-Mar,Kammasandra,2 BHK,Unknown,982,2.0,2.0,21.2
976,976,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,21.7
977,977,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,PuontFa,1590,2.0,2.0,10.5
978,978,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1220,2.0,2.0,12.2
979,979,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,19.3
980,980,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1750,3.0,2.0,16.9
981,981,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Iseenst,1436,2.0,3.0,17.3
982,982,Plot  Area,18-Apr,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,12.2
983,983,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1500,2.0,1.5947635795232513,8.3
984,984,Super built-up  Area,Ready To Move,Varthur,3 BHK,Caiseur,1560,3.0,2.0,17.4
985,985,Super built-up  Area,19-Jan,Whitefield,3 BHK,Unknown,3758,3.0,1.0,17.3
986,986,Super built-up  Area,Ready To Move,Belatur,2 BHK,Indanrt,1275,2.0,2.0,
987,987,Super built-up  Area,Ready To Move,Ramanjaneyanagar,2 BHK,Unknown,1040,2.0,2.0,12.3
988,988,Super built-up  Area,Ready To Move,Bellandur,3 BHK,BhreeBa,2400,3.0,2.0,12.9
989,989,Plot  Area,Ready To Move,Chamrajpet,6 Bedroom,Unknown,1500,9.0,3.0,6.7
990,990,Plot  Area,18-May,Kaggalipura,4 Bedroom,AxvamTa,3150,5.0,1.0,32.9
991,991,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,20.1
992,992,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,5.0,3.0,9.9
993,993,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Vatra N,1195,2.0,2.0,13.4
994,994,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Neite T,1140 - 1250,2.0,0.0,20.8
995,995,Super built-up  Area,Ready To Move,Hosakerehalli,5 BHK,Unknown,4500,5.0,2.0,13.4
996,996,Plot  Area,Ready To Move,Ulsoor,3 Bedroom,Unknown,450,3.0,1.0,3.1
997,997,Plot  Area,18-Apr,Sathya Sai Layout,4 Bedroom,Prowshi,4304,4.0,2.0,18.0
998,998,Super built-up  Area,18-Jun,Javarandoddi,1 BHK,Unknown,648,1.0,1.0,
999,999,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100,3.0,2.0,17.2
1000,1000,Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,Unknown,4209,4.0,2.0,13.5
1001,1001,Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2.0,1.0,13.4
1002,1002,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Leuseut,1575,4.0,3.0,17.3
1003,1003,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,21.7
1004,1004,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,21.5
1005,1005,Plot  Area,18-Nov,Chandapura,3 Bedroom,Unknown,1200,2.0,1.0,24.0
1006,1006,Super built-up  Area,Ready To Move,Cooke Town,2 BHK,Unknown,1100,2.0,3.0,5.4
1007,1007,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,11.0
1008,1008,Super built-up  Area,Ready To Move,Banashankari,2 BHK,SuentAp,1100,2.0,1.0,11.2
1009,1009,Super built-up  Area,Ready To Move,Akshya Nagar,3 BHK,Unknown,1320,2.0,1.0,11.9
1010,1010,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Daden G,1500,3.0,2.0,21.2
1011,1011,Plot  Area,Ready To Move,Vijaypura,4 Bedroom,Unknown,1200,5.0,1.0,
1012,1012,Plot  Area,Ready To Move,Bapuji Nagar,4 Bedroom,Unknown,1125,3.0,2.0,
1013,1013,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,17.5
1014,1014,Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1718,3.0,2.0,15.3
1015,1015,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,38.4
1016,1016,Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,Unknown,1480,3.0,1.0,9.7
1017,1017,Super built-up  Area,Ready To Move,Austin Town,1 BHK,Unknown,500,1.0,1.0,2.8
1018,1018,Plot  Area,Ready To Move,3rd Block Banashankari,5 Bedroom,Unknown,2400,4.0,1.0,10.4
1019,1019,Plot  Area,18-May,Kaikondrahalli,4 Bedroom,Unknown,1200,4.0,2.0,15.3
1020,1020,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Unknown,1041,2.0,1.0,26.5
1021,1021,Super built-up  Area,Ready To Move,Doddanekundi,2 BHK,Unknown,1128,2.0,2.0,11.9
1022,1022,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Kelmsoy,1685,3.0,1.0,19.0
1023,1023,Super built-up  Area,Ready To Move,Guddadahalli,2 BHK,KSidems,1180,2.0,2.0,
1024,1024,Built-up  Area,Ready To Move,Ejipura,2 BHK,BadorSp,1200,2.0,1.0,7.5
1025,1025,Super built-up  Area,18-Apr,Mangammanapalya,3 BHK,Unknown,1250,3.0,2.0,
1026,1026,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,26.5
1027,1027,Built-up  Area,Ready To Move,Chelekare,2 BHK,BhisePa,1000,2.0,1.0,9.0
1028,1028,Built-up  Area,Ready To Move,Yelahanka New Town,2 Bedroom,Unknown,600,2.0,2.0,21.5
1029,1029,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,Unknown,600,3.0,2.0,15.2
1030,1030,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,17.5
1031,1031,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,15.4
1032,1032,Super built-up  Area,18-Jul,Varthur,2 BHK,Unris E,1760,2.0,1.0,17.4
1033,1033,Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,Unknown,975,2.0,1.0,
1034,1034,Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,Adarkya,1190,2.0,2.0,
1035,1035,Built-up  Area,Ready To Move,Kudlu,2 BHK,Unknown,1110,2.0,1.0,13.4
1036,1036,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2415,3.0,2.0,9.6
1037,1037,Super built-up  Area,18-May,Gunjur,2 BHK,BMineis,1235,2.0,2.0,18.5
1038,1038,Super built-up  Area,Ready To Move,Nanjappa Garden,2 BHK,TNnumla,1275,2.0,3.0,
1039,1039,Built-up  Area,Ready To Move,Victoria Layout,2 BHK,Unknown,1115,2.0,1.0,1.9
1040,1040,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,16.1
1041,1041,Super built-up  Area,20-Dec,Begur Road,1 BHK,Pruthg ,644,1.0,1.0,10.8
1042,1042,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1251,2.0,3.0,12.9
1043,1043,Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,SKisyDa,1105,2.0,2.0,20.4
1044,1044,Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,Unknown,1080,2.0,2.0,10.5
1045,1045,Super built-up  Area,Ready To Move,Kudlu,4 BHK,Unknown,2100,3.0,1.0,13.4
1046,1046,Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,Unknown,1600,4.0,1.0,7.6
1047,1047,Super built-up  Area,Ready To Move,NRI Layout,3 BHK,Unknown,1731,3.0,3.0,12.8
1048,1048,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1206,2.0,1.0,11.9
